sw_lon,sw_lat,ne_lon,ne_lat,region
-95,20,-90,25,Central America & Caribbean
-90,20,-85,25,Central America & Caribbean
-85,20,-80,25,Central America & Caribbean
-80,20,-75,25,Central America & Caribbean
-75,20,-70,25,Central America & Caribbean
-70,20,-65,25,Central America & Caribbean
-65,20,-60,25,Central America & Caribbean
-60,20,-55,25,Central America & Caribbean
-55,20,-50,25,Atlantic Ocean
-50,20,-45,25,Atlantic Ocean
-45,20,-40,25,Atlantic Ocean
-40,20,-35,25,Atlantic Ocean
-35,20,-30,25,Atlantic Ocean
-30,20,-25,25,Atlantic Ocean
-25,20,-20,25,Atlantic Ocean
-20,20,-15,25,Africa
-15,20,-10,25,Africa
-10,20,-5,25,Africa
-5,20,0,25,Africa
0,20,5,25,Africa
5,20,10,25,Africa
10,20,15,25,Africa
15,20,20,25,Africa
20,20,25,25,Africa
25,20,30,25,Africa
30,20,35,25,Africa
35,20,40,25,Africa
40,20,45,25,Middle East
45,20,50,25,Middle East
50,20,55,25,Middle East
55,20,60,25,Middle East
60,20,65,25,Middle East
65,20,70,25,South Asia
70,20,75,25,South Asia
75,20,80,25,South Asia
80,20,85,25,South Asia
85,20,90,25,South Asia
90,20,95,25,South Asia
95,20,100,25,South Asia
100,20,105,25,Southeast Asia
105,20,110,25,Southeast Asia
110,20,115,25,Southeast Asia
115,20,120,25,Southeast Asia
120,20,125,25,Southeast Asia
125,20,130,25,Southeast Asia
130,20,135,25,Southeast Asia
135,20,140,25,Southeast Asia
140,20,145,25,Southeast Asia
145,20,150,25,New Zealand & Pacific
150,20,155,25,New Zealand & Pacific
155,20,160,25,New Zealand & Pacific
160,20,165,25,New Zealand & Pacific
165,20,170,25,New Zealand & Pacific
170,20,175,25,New Zealand & Pacific
175,20,180,25,New Zealand & Pacific
-180,25,-175,30,Pacific Ocean
-175,25,-170,30,Pacific Ocean
-170,25,-165,30,North America
-165,25,-160,30,North America
-160,25,-155,30,North America
-155,25,-150,30,North America
-150,25,-145,30,North America
-145,25,-140,30,North America
-140,25,-135,30,North America
-135,25,-130,30,North America
-130,25,-125,30,North America
-125,25,-120,30,North America
-120,25,-115,30,North America
-115,25,-110,30,North America
-110,25,-105,30,North America
-105,25,-100,30,North America
-100,25,-95,30,North America
-95,25,-90,30,North America
-90,25,-85,30,North America
-85,25,-80,30,North America
-80,25,-75,30,North America
-75,25,-70,30,North America
-70,25,-65,30,North America
-65,25,-60,30,North America
-60,25,-55,30,North America
-55,25,-50,30,North America
-50,25,-45,30,Atlantic Ocean
-45,25,-40,30,Atlantic Ocean
-40,25,-35,30,Atlantic Ocean
-35,25,-30,30,Atlantic Ocean
-30,25,-25,30,Atlantic Ocean
-25,25,-20,30,Atlantic Ocean
-20,25,-15,30,Africa
-15,25,-10,30,Africa
-10,25,-5,30,Africa
-5,25,0,30,Africa
0,25,5,30,Africa
5,25,10,30,Africa
10,25,15,30,Africa
15,25,20,30,Africa
20,25,25,30,Africa
25,25,30,30,Africa
30,25,35,30,Africa
35,25,40,30,Middle East
40,25,45,30,Middle East
45,25,50,30,Middle East
50,25,55,30,Middle East
55,25,60,30,Middle East
60,25,65,30,Middle East
65,25,70,30,South Asia
70,25,75,30,South Asia
75,25,80,30,South Asia
80,25,85,30,South Asia
85,25,90,30,South Asia
90,25,95,30,South Asia
95,25,100,30,South Asia
100,25,105,30,East Asia
105,25,110,30,East Asia
110,25,115,30,East Asia
115,25,120,30,East Asia
120,25,125,30,East Asia
125,25,130,30,East Asia
130,25,135,30,East Asia
135,25,140,30,East Asia
140,25,145,30,East Asia
145,25,150,30,East Asia
150,25,155,30,Pacific Ocean
155,25,160,30,Pacific Ocean
160,25,165,30,Pacific Ocean
165,25,170,30,Pacific Ocean
170,25,175,30,Pacific Ocean
175,25,180,30,Pacific Ocean
-180,30,-175,35,Pacific Ocean
-175,30,-170,35,Pacific Ocean
-170,30,-165,35,North America
-165,30,-160,35,North America
-160,30,-155,35,North America
-155,30,-150,35,North America
-150,30,-145,35,North America
-145,30,-140,35,North America
-140,30,-135,35,North America
-135,30,-130,35,North America
-130,30,-125,35,North America
-125,30,-120,35,North America
-120,30,-115,35,North America
-115,30,-110,35,North America
-110,30,-105,35,North America
-105,30,-100,35,North America
-100,30,-95,35,North America
-95,30,-90,35,North America
-90,30,-85,35,North America
-85,30,-80,35,North America
-80,30,-75,35,North America
-75,30,-70,35,North America
-70,30,-65,35,North America
-65,30,-60,35,North America
-60,30,-55,35,North America
-55,30,-50,35,North America
-50,30,-45,35,Atlantic Ocean
-45,30,-40,35,Atlantic Ocean
-40,30,-35,35,Atlantic Ocean
-35,30,-30,35,Atlantic Ocean
-30,30,-25,35,Atlantic Ocean
-25,30,-20,35,Atlantic Ocean
-20,30,-15,35,Africa
-15,30,-10,35,Africa
-10,30,-5,35,Africa
-5,30,0,35,Africa
0,30,5,35,Africa
5,30,10,35,Africa
10,30,15,35,Africa
15,30,20,35,Africa
20,30,25,35,Africa
25,30,30,35,Africa
30,30,35,35,Africa
35,30,40,35,Middle East
40,30,45,35,Middle East
45,30,50,35,Middle East
50,30,55,35,Middle East
55,30,60,35,Middle East
60,30,65,35,Middle East
65,30,70,35,South Asia
70,30,75,35,South Asia
75,30,80,35,South Asia
80,30,85,35,South Asia
85,30,90,35,South Asia
90,30,95,35,South Asia
95,30,100,35,South Asia
100,30,105,35,East Asia
105,30,110,35,East Asia
110,30,115,35,East Asia
115,30,120,35,East Asia
120,30,125,35,East Asia
125,30,130,35,East Asia
130,30,135,35,East Asia
135,30,140,35,East Asia
140,30,145,35,East Asia
145,30,150,35,East Asia
150,30,155,35,Pacific Ocean
155,30,160,35,Pacific Ocean
160,30,165,35,Pacific Ocean
165,30,170,35,Pacific Ocean
170,30,175,35,Pacific Ocean
175,30,180,35,Pacific Ocean
-180,35,-175,40,Pacific Ocean
-175,35,-170,40,Pacific Ocean
-170,35,-165,40,North America
-165,35,-160,40,North America
-160,35,-155,40,North America
-155,35,-150,40,North America
-150,35,-145,40,North America
-145,35,-140,40,North America
-140,35,-135,40,North America
-135,35,-130,40,North America
-130,35,-125,40,North America
-125,35,-120,40,North America
-120,35,-115,40,North America
-115,35,-110,40,North America
-110,35,-105,40,North America
-105,35,-100,40,North America
-100,35,-95,40,North America
-95,35,-90,40,North America
-90,35,-85,40,North America
-85,35,-80,40,North America
-80,35,-75,40,North America
-75,35,-70,40,North America
-70,35,-65,40,North America
-65,35,-60,40,North America
-60,35,-55,40,North America
-55,35,-50,40,North America
-50,35,-45,40,Atlantic Ocean
-45,35,-40,40,Atlantic Ocean
-40,35,-35,40,Atlantic Ocean
-35,35,-30,40,Atlantic Ocean
-30,35,-25,40,Atlantic Ocean
-25,35,-20,40,Europe
-20,35,-15,40,Europe
-15,35,-10,40,Europe
-10,35,-5,40,Europe
-5,35,0,40,Europe
0,35,5,40,Africa
5,35,10,40,Africa
10,35,15,40,Europe
15,35,20,40,Europe
20,35,25,40,Europe
25,35,30,40,Middle East
30,35,35,40,Middle East
35,35,40,40,Middle East
40,35,45,40,Middle East
45,35,50,40,Middle East
50,35,55,40,Middle East
55,35,60,40,Middle East
60,35,65,40,Middle East
65,35,70,40,Central Asia
70,35,75,40,Central Asia
75,35,80,40,Central Asia
80,35,85,40,Central Asia
85,35,90,40,Central Asia
90,35,95,40,Pacific Ocean
95,35,100,40,Pacific Ocean
100,35,105,40,East Asia
105,35,110,40,East Asia
110,35,115,40,East Asia
115,35,120,40,East Asia
120,35,125,40,East Asia
125,35,130,40,East Asia
130,35,135,40,East Asia
135,35,140,40,East Asia
140,35,145,40,East Asia
145,35,150,40,East Asia
150,35,155,40,Pacific Ocean
155,35,160,40,Pacific Ocean
160,35,165,40,Pacific Ocean
165,35,170,40,Pacific Ocean
170,35,175,40,Pacific Ocean
175,35,180,40,Pacific Ocean
-180,40,-175,45,Pacific Ocean
-175,40,-170,45,Pacific Ocean
-170,40,-165,45,North America
-165,40,-160,45,North America
-160,40,-155,45,North America
-155,40,-150,45,North America
-150,40,-145,45,North America
-145,40,-140,45,North America
-140,40,-135,45,North America
-135,40,-130,45,North America
-130,40,-125,45,North America
-125,40,-120,45,North America
-120,40,-115,45,North America
-115,40,-110,45,North America
-110,40,-105,45,North America
-105,40,-100,45,North America
-100,40,-95,45,North America
-95,40,-90,45,North America
-90,40,-85,45,North America
-85,40,-80,45,North America
-80,40,-75,45,North America
-75,40,-70,45,North America
-70,40,-65,45,North America
-65,40,-60,45,North America
-60,40,-55,45,North America
-55,40,-50,45,North America
-50,40,-45,45,Atlantic Ocean
-45,40,-40,45,Atlantic Ocean
-40,40,-35,45,Atlantic Ocean
-35,40,-30,45,Atlantic Ocean
-30,40,-25,45,Atlantic Ocean
-25,40,-20,45,Europe
-20,40,-15,45,Europe
-15,40,-10,45,Europe
-10,40,-5,45,Europe
-5,40,0,45,Europe
0,40,5,45,Europe
5,40,10,45,Europe
10,40,15,45,Europe
15,40,20,45,Europe
20,40,25,45,Europe
25,40,30,45,Europe
30,40,35,45,Middle East
35,40,40,45,Middle East
40,40,45,45,Indian Ocean
45,40,50,45,Central Asia
50,40,55,45,Central Asia
55,40,60,45,Central Asia
60,40,65,45,Central Asia
65,40,70,45,Central Asia
70,40,75,45,Central Asia
75,40,80,45,Central Asia
80,40,85,45,Central Asia
85,40,90,45,Central Asia
90,40,95,45,Pacific Ocean
95,40,100,45,Pacific Ocean
100,40,105,45,East Asia
105,40,110,45,East Asia
110,40,115,45,East Asia
115,40,120,45,East Asia
120,40,125,45,East Asia
125,40,130,45,East Asia
130,40,135,45,East Asia
135,40,140,45,East Asia
140,40,145,45,East Asia
145,40,150,45,East Asia
150,40,155,45,Pacific Ocean
155,40,160,45,Pacific Ocean
160,40,165,45,Pacific Ocean
165,40,170,45,Pacific Ocean
170,40,175,45,Pacific Ocean
175,40,180,45,Pacific Ocean
-180,45,-175,50,Pacific Ocean
-175,45,-170,50,Pacific Ocean
-170,45,-165,50,North America
-165,45,-160,50,North America
-160,45,-155,50,North America
-155,45,-150,50,North America
-150,45,-145,50,North America
-145,45,-140,50,North America
-140,45,-135,50,North America
-135,45,-130,50,North America
-130,45,-125,50,North America
-125,45,-120,50,North America
-120,45,-115,50,North America
-115,45,-110,50,North America
-110,45,-105,50,North America
-105,45,-100,50,North America
-100,45,-95,50,North America
-95,45,-90,50,North America
-90,45,-85,50,North America
-85,45,-80,50,North America
-80,45,-75,50,North America
-75,45,-70,50,North America
-70,45,-65,50,North America
-65,45,-60,50,North America
-60,45,-55,50,North America
-55,45,-50,50,North America
-50,45,-45,50,Atlantic Ocean
-45,45,-40,50,Atlantic Ocean
-40,45,-35,50,Atlantic Ocean
-35,45,-30,50,Atlantic Ocean
-30,45,-25,50,Atlantic Ocean
-25,45,-20,50,Europe
-20,45,-15,50,Europe
-15,45,-10,50,Europe
-10,45,-5,50,Europe
-5,45,0,50,Europe
0,45,5,50,Europe
5,45,10,50,Europe
10,45,15,50,Europe
15,45,20,50,Europe
20,45,25,50,Europe
25,45,30,50,Europe
30,45,35,50,Europe
35,45,40,50,Europe
40,45,45,50,Indian Ocean
45,45,50,50,Russia & North Asia
50,45,55,50,Central Asia
55,45,60,50,Central Asia
60,45,65,50,Central Asia
65,45,70,50,Central Asia
70,45,75,50,Central Asia
75,45,80,50,Central Asia
80,45,85,50,Central Asia
85,45,90,50,Central Asia
90,45,95,50,Pacific Ocean
95,45,100,50,Pacific Ocean
100,45,105,50,East Asia
105,45,110,50,East Asia
110,45,115,50,East Asia
115,45,120,50,East Asia
120,45,125,50,East Asia
125,45,130,50,East Asia
130,45,135,50,East Asia
135,45,140,50,East Asia
140,45,145,50,East Asia
145,45,150,50,East Asia
150,45,155,50,Pacific Ocean
155,45,160,50,Pacific Ocean
160,45,165,50,Pacific Ocean
165,45,170,50,Pacific Ocean
170,45,175,50,Pacific Ocean
175,45,180,50,Pacific Ocean
-180,50,-175,55,Pacific Ocean
-175,50,-170,55,Pacific Ocean
-170,50,-165,55,North America
-165,50,-160,55,North America
-160,50,-155,55,North America
-155,50,-150,55,North America
-150,50,-145,55,North America
-145,50,-140,55,North America
-140,50,-135,55,North America
-135,50,-130,55,North America
-130,50,-125,55,North America
-125,50,-120,55,North America
-120,50,-115,55,North America
-115,50,-110,55,North America
-110,50,-105,55,North America
-105,50,-100,55,North America
-100,50,-95,55,North America
-95,50,-90,55,North America
-90,50,-85,55,North America
-85,50,-80,55,North America
-80,50,-75,55,North America
-75,50,-70,55,North America
-70,50,-65,55,North America
-65,50,-60,55,North America
-60,50,-55,55,North America
-55,50,-50,55,North America
-50,50,-45,55,Atlantic Ocean
-45,50,-40,55,Atlantic Ocean
-40,50,-35,55,Atlantic Ocean
-35,50,-30,55,Atlantic Ocean
-30,50,-25,55,Atlantic Ocean
-25,50,-20,55,Europe
-20,50,-15,55,Europe
-15,50,-10,55,Europe
-10,50,-5,55,Europe
-5,50,0,55,Europe
0,50,5,55,Europe
5,50,10,55,Europe
10,50,15,55,Europe
15,50,20,55,Europe
20,50,25,55,Europe
25,50,30,55,Europe
30,50,35,55,Europe
35,50,40,55,Europe
40,50,45,55,Indian Ocean
45,50,50,55,Russia & North Asia
50,50,55,55,Russia & North Asia
55,50,60,55,Russia & North Asia
60,50,65,55,Central Asia
65,50,70,55,Central Asia
70,50,75,55,Central Asia
75,50,80,55,Central Asia
80,50,85,55,Central Asia
85,50,90,55,Central Asia
90,50,95,55,Pacific Ocean
95,50,100,55,Pacific Ocean
100,50,105,55,East Asia
105,50,110,55,East Asia
110,50,115,55,East Asia
115,50,120,55,East Asia
120,50,125,55,East Asia
125,50,130,55,East Asia
130,50,135,55,East Asia
135,50,140,55,East Asia
140,50,145,55,East Asia
145,50,150,55,East Asia
150,50,155,55,Pacific Ocean
155,50,160,55,Pacific Ocean
160,50,165,55,Pacific Ocean
165,50,170,55,Pacific Ocean
170,50,175,55,Pacific Ocean
175,50,180,55,Pacific Ocean
-180,55,-175,60,Pacific Ocean
-175,55,-170,60,Pacific Ocean
-170,55,-165,60,North America
-165,55,-160,60,North America
-160,55,-155,60,North America
-155,55,-150,60,North America
-150,55,-145,60,North America
-145,55,-140,60,North America
-140,55,-135,60,North America
-135,55,-130,60,North America
-130,55,-125,60,North America
-125,55,-120,60,North America
-120,55,-115,60,North America
-115,55,-110,60,North America
-110,55,-105,60,North America
-105,55,-100,60,North America
-100,55,-95,60,North America
-95,55,-90,60,North America
-90,55,-85,60,North America
-85,55,-80,60,North America
-80,55,-75,60,North America
-75,55,-70,60,North America
-70,55,-65,60,North America
-65,55,-60,60,North America
-60,55,-55,60,North America
-55,55,-50,60,North America
-50,55,-45,60,Atlantic Ocean
-45,55,-40,60,Atlantic Ocean
-40,55,-35,60,Atlantic Ocean
-35,55,-30,60,Atlantic Ocean
-30,55,-25,60,Atlantic Ocean
-25,55,-20,60,Europe
-20,55,-15,60,Europe
-15,55,-10,60,Europe
-10,55,-5,60,Europe
-5,55,0,60,Europe
0,55,5,60,Europe
5,55,10,60,Europe
10,55,15,60,Europe
15,55,20,60,Europe
20,55,25,60,Europe
25,55,30,60,Europe
30,55,35,60,Europe
35,55,40,60,Europe
40,55,45,60,Indian Ocean
45,55,50,60,Russia & North Asia
50,55,55,60,Russia & North Asia
55,55,60,60,Russia & North Asia
60,55,65,60,Central Asia
65,55,70,60,Central Asia
70,55,75,60,Central Asia
75,55,80,60,Central Asia
80,55,85,60,Central Asia
85,55,90,60,Central Asia
90,55,95,60,Pacific Ocean
95,55,100,60,Pacific Ocean
100,55,105,60,East Asia
105,55,110,60,East Asia
110,55,115,60,East Asia
115,55,120,60,East Asia
120,55,125,60,East Asia
125,55,130,60,East Asia
130,55,135,60,East Asia
135,55,140,60,East Asia
140,55,145,60,East Asia
145,55,150,60,East Asia
150,55,155,60,Pacific Ocean
155,55,160,60,Pacific Ocean
160,55,165,60,Pacific Ocean
165,55,170,60,Pacific Ocean
170,55,175,60,Pacific Ocean
175,55,180,60,Pacific Ocean
-180,60,-175,65,Pacific Ocean
-175,60,-170,65,Pacific Ocean
-170,60,-165,65,North America
-165,60,-160,65,North America
-160,60,-155,65,North America
-155,60,-150,65,North America
-150,60,-145,65,North America
-145,60,-140,65,North America
-140,60,-135,65,North America
-135,60,-130,65,North America
-130,60,-125,65,North America
-125,60,-120,65,North America
-120,60,-115,65,North America
-115,60,-110,65,North America
-110,60,-105,65,North America
-105,60,-100,65,North America
-100,60,-95,65,North America
-95,60,-90,65,North America
-90,60,-85,65,North America
-85,60,-80,65,North America
-80,60,-75,65,North America
-75,60,-70,65,North America
-70,60,-65,65,North America
-65,60,-60,65,North America
-60,60,-55,65,Greenland
-55,60,-50,65,Greenland
-50,60,-45,65,Greenland
-45,60,-40,65,Greenland
-40,60,-35,65,Greenland
-35,60,-30,65,Greenland
-30,60,-25,65,Greenland
-25,60,-20,65,Europe
-20,60,-15,65,Europe
-15,60,-10,65,Europe
-10,60,-5,65,Europe
-5,60,0,65,Europe
0,60,5,65,Europe
5,60,10,65,Europe
10,60,15,65,Europe
15,60,20,65,Europe
20,60,25,65,Europe
25,60,30,65,Europe
30,60,35,65,Europe
35,60,40,65,Europe
40,60,45,65,Russia & North Asia
45,60,50,65,Russia & North Asia
50,60,55,65,Russia & North Asia
55,60,60,65,Russia & North Asia
60,60,65,65,Russia & North Asia
65,60,70,65,Russia & North Asia
70,60,75,65,Russia & North Asia
75,60,80,65,Russia & North Asia
80,60,85,65,Russia & North Asia
85,60,90,65,Russia & North Asia
90,60,95,65,Russia & North Asia
95,60,100,65,Russia & North Asia
100,60,105,65,Russia & North Asia
105,60,110,65,Russia & North Asia
110,60,115,65,Russia & North Asia
115,60,120,65,Russia & North Asia
120,60,125,65,Russia & North Asia
125,60,130,65,Russia & North Asia
130,60,135,65,Russia & North Asia
135,60,140,65,Russia & North Asia
140,60,145,65,Russia & North Asia
145,60,150,65,Russia & North Asia
150,60,155,65,Russia & North Asia
155,60,160,65,Russia & North Asia
160,60,165,65,Russia & North Asia
165,60,170,65,Russia & North Asia
170,60,175,65,Russia & North Asia
175,60,180,65,Russia & North Asia
-180,65,-175,70,Pacific Ocean
-175,65,-170,70,Pacific Ocean
-170,65,-165,70,North America
-165,65,-160,70,North America
-160,65,-155,70,North America
-155,65,-150,70,North America
-150,65,-145,70,North America
-145,65,-140,70,North America
-140,65,-135,70,North America
-135,65,-130,70,North America
-130,65,-125,70,North America
-125,65,-120,70,North America
-120,65,-115,70,North America
-115,65,-110,70,North America
-110,65,-105,70,North America
-105,65,-100,70,North America
-100,65,-95,70,North America
-95,65,-90,70,North America
-90,65,-85,70,North America
-85,65,-80,70,North America
-80,65,-75,70,North America
-75,65,-70,70,North America
-70,65,-65,70,North America
-65,65,-60,70,North America
-60,65,-55,70,Greenland
-55,65,-50,70,Greenland
-50,65,-45,70,Greenland
-45,65,-40,70,Greenland
-40,65,-35,70,Greenland
-35,65,-30,70,Greenland
-30,65,-25,70,Greenland
-25,65,-20,70,Europe
-20,65,-15,70,Europe
-15,65,-10,70,Europe
-10,65,-5,70,Europe
-5,65,0,70,Europe
0,65,5,70,Europe
5,65,10,70,Europe
10,65,15,70,Europe
15,65,20,70,Europe
20,65,25,70,Europe
25,65,30,70,Europe
30,65,35,70,Europe
35,65,40,70,Europe
40,65,45,70,Russia & North Asia
45,65,50,70,Russia & North Asia
50,65,55,70,Russia & North Asia
55,65,60,70,Russia & North Asia
60,65,65,70,Russia & North Asia
65,65,70,70,Russia & North Asia
70,65,75,70,Russia & North Asia
75,65,80,70,Russia & North Asia
80,65,85,70,Russia & North Asia
85,65,90,70,Russia & North Asia
90,65,95,70,Russia & North Asia
95,65,100,70,Russia & North Asia
100,65,105,70,Russia & North Asia
105,65,110,70,Russia & North Asia
110,65,115,70,Russia & North Asia
115,65,120,70,Russia & North Asia
120,65,125,70,Russia & North Asia
125,65,130,70,Russia & North Asia
130,65,135,70,Russia & North Asia
135,65,140,70,Russia & North Asia
140,65,145,70,Russia & North Asia
145,65,150,70,Russia & North Asia
150,65,155,70,Russia & North Asia
155,65,160,70,Russia & North Asia
160,65,165,70,Russia & North Asia
165,65,170,70,Russia & North Asia
170,65,175,70,Russia & North Asia
175,65,180,70,Russia & North Asia
-180,70,-175,75,Pacific Ocean
-175,70,-170,75,Pacific Ocean
-170,70,-165,75,North America
-165,70,-160,75,North America
-160,70,-155,75,North America
-155,70,-150,75,North America
-150,70,-145,75,North America
-145,70,-140,75,North America
-140,70,-135,75,North America
-135,70,-130,75,North America
-130,70,-125,75,North America
-125,70,-120,75,North America
-120,70,-115,75,North America
-115,70,-110,75,North America
-110,70,-105,75,North America
-105,70,-100,75,North America
-100,70,-95,75,North America
-95,70,-90,75,North America
-90,70,-85,75,North America
-85,70,-80,75,North America
-80,70,-75,75,North America
-75,70,-70,75,North America
-70,70,-65,75,North America
-65,70,-60,75,North America
-60,70,-55,75,Greenland
-55,70,-50,75,Greenland
-50,70,-45,75,Greenland
-45,70,-40,75,Greenland
-40,70,-35,75,Greenland
-35,70,-30,75,Greenland
-30,70,-25,75,Greenland
-25,70,-20,75,Greenland
-20,70,-15,75,Greenland
-15,70,-10,75,Greenland
-10,70,-5,75,Europe
-5,70,0,75,Europe
0,70,5,75,Europe
5,70,10,75,Europe
10,70,15,75,Europe
15,70,20,75,Europe
20,70,25,75,Europe
25,70,30,75,Europe
30,70,35,75,Europe
35,70,40,75,Europe
40,70,45,75,Russia & North Asia
45,70,50,75,Russia & North Asia
50,70,55,75,Russia & North Asia
55,70,60,75,Russia & North Asia
60,70,65,75,Russia & North Asia
65,70,70,75,Russia & North Asia
70,70,75,75,Russia & North Asia
75,70,80,75,Russia & North Asia
80,70,85,75,Russia & North Asia
85,70,90,75,Russia & North Asia
90,70,95,75,Russia & North Asia
95,70,100,75,Russia & North Asia
100,70,105,75,Russia & North Asia
105,70,110,75,Russia & North Asia
110,70,115,75,Russia & North Asia
115,70,120,75,Russia & North Asia
120,70,125,75,Russia & North Asia
125,70,130,75,Russia & North Asia
130,70,135,75,Russia & North Asia
135,70,140,75,Russia & North Asia
140,70,145,75,Russia & North Asia
145,70,150,75,Russia & North Asia
150,70,155,75,Russia & North Asia
155,70,160,75,Russia & North Asia
160,70,165,75,Russia & North Asia
165,70,170,75,Russia & North Asia
170,70,175,75,Russia & North Asia
175,70,180,75,Russia & North Asia
-180,75,-175,80,Pacific Ocean
-175,75,-170,80,Pacific Ocean
-170,75,-165,80,North America
-165,75,-160,80,North America
-160,75,-155,80,North America
-155,75,-150,80,North America
-150,75,-145,80,North America
-145,75,-140,80,North America
-140,75,-135,80,North America
-135,75,-130,80,North America
-130,75,-125,80,North America
-125,75,-120,80,North America
-120,75,-115,80,North America
-115,75,-110,80,North America
-110,75,-105,80,North America
-105,75,-100,80,North America
-100,75,-95,80,North America
-95,75,-90,80,North America
-90,75,-85,80,North America
-85,75,-80,80,North America
-80,75,-75,80,North America
-75,75,-70,80,North America
-70,75,-65,80,North America
-65,75,-60,80,North America
-60,75,-55,80,Greenland
-55,75,-50,80,Greenland
-50,75,-45,80,Greenland
-45,75,-40,80,Greenland
-40,75,-35,80,Greenland
-35,75,-30,80,Greenland
-30,75,-25,80,Greenland
-25,75,-20,80,Greenland
-20,75,-15,80,Greenland
-15,75,-10,80,Greenland
-10,75,-5,80,Atlantic Ocean
-5,75,0,80,Atlantic Ocean
0,75,5,80,Atlantic Ocean
5,75,10,80,Atlantic Ocean
10,75,15,80,Atlantic Ocean
15,75,20,80,Atlantic Ocean
20,75,25,80,Atlantic Ocean
25,75,30,80,Russia & North Asia
30,75,35,80,Russia & North Asia
35,75,40,80,Russia & North Asia
40,75,45,80,Russia & North Asia
45,75,50,80,Russia & North Asia
50,75,55,80,Russia & North Asia
55,75,60,80,Russia & North Asia
60,75,65,80,Russia & North Asia
65,75,70,80,Russia & North Asia
70,75,75,80,Russia & North Asia
75,75,80,80,Russia & North Asia
80,75,85,80,Russia & North Asia
85,75,90,80,Russia & North Asia
90,75,95,80,Russia & North Asia
95,75,100,80,Russia & North Asia
100,75,105,80,Russia & North Asia
105,75,110,80,Russia & North Asia
110,75,115,80,Russia & North Asia
115,75,120,80,Russia & North Asia
120,75,125,80,Russia & North Asia
125,75,130,80,Russia & North Asia
130,75,135,80,Russia & North Asia
135,75,140,80,Russia & North Asia
140,75,145,80,Russia & North Asia
145,75,150,80,Russia & North Asia
150,75,155,80,Russia & North Asia
155,75,160,80,Russia & North Asia
160,75,165,80,Russia & North Asia
165,75,170,80,Russia & North Asia
170,75,175,80,Russia & North Asia
175,75,180,80,Russia & North Asia
-180,80,-175,85,Arctic
-175,80,-170,85,Arctic
-170,80,-165,85,Arctic
-165,80,-160,85,Arctic
-160,80,-155,85,Arctic
-155,80,-150,85,Arctic
-150,80,-145,85,Arctic
-145,80,-140,85,Arctic
-140,80,-135,85,Arctic
-135,80,-130,85,Arctic
-130,80,-125,85,Arctic
-125,80,-120,85,Arctic
-120,80,-115,85,Arctic
-115,80,-110,85,Arctic
-110,80,-105,85,Arctic
-105,80,-100,85,Arctic
-100,80,-95,85,Arctic
-95,80,-90,85,Arctic
-90,80,-85,85,Arctic
-85,80,-80,85,Arctic
-80,80,-75,85,Arctic
-75,80,-70,85,Arctic
-70,80,-65,85,Arctic
-65,80,-60,85,Arctic
-60,80,-55,85,Arctic
-55,80,-50,85,Arctic
-50,80,-45,85,Arctic
-45,80,-40,85,Arctic
-40,80,-35,85,Arctic
-35,80,-30,85,Arctic
-30,80,-25,85,Arctic
-25,80,-20,85,Arctic
-20,80,-15,85,Arctic
-15,80,-10,85,Arctic
-10,80,-5,85,Arctic
-5,80,0,85,Arctic
0,80,5,85,Arctic
5,80,10,85,Arctic
10,80,15,85,Arctic
15,80,20,85,Arctic
20,80,25,85,Arctic
25,80,30,85,Arctic
30,80,35,85,Arctic
35,80,40,85,Arctic
40,80,45,85,Arctic
45,80,50,85,Arctic
50,80,55,85,Arctic
55,80,60,85,Arctic
60,80,65,85,Arctic
65,80,70,85,Arctic
70,80,75,85,Arctic
75,80,80,85,Arctic
80,80,85,85,Arctic
85,80,90,85,Arctic
90,80,95,85,Arctic
95,80,100,85,Arctic
100,80,105,85,Arctic
105,80,110,85,Arctic
110,80,115,85,Arctic
115,80,120,85,Arctic
120,80,125,85,Arctic
125,80,130,85,Arctic
130,80,135,85,Arctic
135,80,140,85,Arctic
140,80,145,85,Arctic
145,80,150,85,Arctic
150,80,155,85,Arctic
155,80,160,85,Arctic
160,80,165,85,Arctic
165,80,170,85,Arctic
170,80,175,85,Arctic
175,80,180,85,Arctic
-180,85,-175,90,Arctic
-175,85,-170,90,Arctic
-170,85,-165,90,Arctic
-165,85,-160,90,Arctic
-160,85,-155,90,Arctic
-155,85,-150,90,Arctic
-150,85,-145,90,Arctic
-145,85,-140,90,Arctic
-140,85,-135,90,Arctic
-135,85,-130,90,Arctic
-130,85,-125,90,Arctic
-125,85,-120,90,Arctic
-120,85,-115,90,Arctic
-115,85,-110,90,Arctic
-110,85,-105,90,Arctic
-105,85,-100,90,Arctic
-100,85,-95,90,Arctic
-95,85,-90,90,Arctic
-90,85,-85,90,Arctic
-85,85,-80,90,Arctic
-80,85,-75,90,Arctic
-75,85,-70,90,Arctic
-70,85,-65,90,Arctic
-65,85,-60,90,Arctic
-60,85,-55,90,Arctic
-55,85,-50,90,Arctic
-50,85,-45,90,Arctic
-45,85,-40,90,Arctic
-40,85,-35,90,Arctic
-35,85,-30,90,Arctic
-30,85,-25,90,Arctic
-25,85,-20,90,Arctic
-20,85,-15,90,Arctic
-15,85,-10,90,Arctic
-10,85,-5,90,Arctic
-5,85,0,90,Arctic
0,85,5,90,Arctic
5,85,10,90,Arctic
10,85,15,90,Arctic
